"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0071852","GO:0071852","fungal-type cell wall organization or biogenesis",180,-0.436569703079922,-1.65272395944605,0.000380125843182436,0.0041661792412795,0.00326508092670387,439,"tags=18%, list=8%, signal=17%","YIL015W/YMR307W/YLR120C/YLR121C/YOR247W/YKL096W-A/YOL061W/YHR030C/YKL096W/YDR074W/YIL123W/YJL159W/YHL011C/YNL194C/YJR104C/YGR032W/YJL158C/YLR300W/YLR194C/YIL119C/YIL011W/YEL040W/YER150W/YLR413W/YPR149W/YDR055W/YKL163W/YBR067C/YOL109W/YOL155C/YDR077W/YER011W"
"GO:0098813","GO:0098813","nuclear chromosome segregation",131,0.413033242163778,1.70798333720127,0.000383320157963745,0.00417336648802912,0.00327071365177849,1471,"tags=42%, list=27%, signal=31%","YIL132C/YGR225W/YMR036C/YBL084C/YKR037C/YEL061C/YOL006C/YPR007C/YDR260C/YIL144W/YFR027W/YNL250W/YBL031W/YFR031C/YDR201W/YFL008W/YOL069W/YLR381W/YOR058C/YLR127C/YGR113W/YGL075C/YJR089W/YOR249C/YDL003W/YJL013C/YGL086W/YFR003C/YPL209C/YDR285W/YIR010W/YDR356W/YBR073W/YJL074C/YER133W/YDR180W/YER179W/YDR113C/YDL017W/YGR140W/YPR120C/YIL073C/YGR188C/YMR048W/YOR073W/YGL003C/YDR320C-A/YLR210W/YLR320W/YLR212C/YDR130C/YDL155W/YLR394W/YIL072W/YOR373W"
"GO:0009064","GO:0009064","glutamine family amino acid metabolic process",50,-0.611794188476509,-1.93434035542639,0.000392502874659907,0.00424522846013742,0.00332703267717262,980,"tags=50%, list=18%, signal=41%","YOR136W/YPL111W/YDR321W/YJR103W/YOL058W/YMR217W/YDL171C/YDL066W/YNL037C/YLR017W/YER069W/YNR033W/YOR303W/YGR124W/YBL039C/YHR033W/YHR018C/YPR035W/YJR109C/YMR250W/YBR248C/YGR061C/YPR145W/YMR300C/YLR438W"
"GO:0006458","GO:0006458","'de novo' protein folding",30,-0.683217377450013,-1.92970754513966,0.000403640528033526,0.00433715704632102,0.00339907813080864,839,"tags=77%, list=15%, signal=65%","YGR285C/YJL014W/YDR188W/YDR212W/YJL034W/YJL008C/YDR161W/YJR064W/YIL142W/YDL143W/YOR020C/YNL209W/YFL016C/YHR064C/YNL007C/YNL064C/YJR045C/YLR259C/YLL024C/YPL240C/YDL229W/YAL005C/YLL026W"
"GO:0007127","GO:0007127","meiosis I",75,0.484687575283823,1.83111121925296,0.000406741388339426,0.00434209637941569,0.00340294914099424,1222,"tags=40%, list=22%, signal=31%","YGR225W/YDR076W/YDR052C/YMR133W/YOR368W/YPR007C/YOL086W-A/YLR135W/YNL250W/YFL003C/YAR007C/YGL075C/YGL163C/YDR318W/YLR035C/YLR329W/YLR182W/YPL209C/YDR285W/YIR010W/YBR073W/YJL074C/YER179W/YDR113C/YER173W/YDL017W/YMR224C/YIL073C/YMR167W/YDR386W"
"GO:0055085","GO:0055085","transmembrane transport",441,-0.360691535071968,-1.49030830048837,0.0004173736274231,0.00442685318376501,0.00346937398958149,420,"tags=13%, list=8%, signal=13%","YHR032W/YER060W-A/YDR040C/YHL035C/YBR104W/YGR281W/YBR068C/YJR045C/YMR011W/YLR259C/YPR124W/YCL040W/YLL024C/YBR085W/YDR046C/YDR384C/YBR287W/YBR069C/YOR092W/YOL130W/YMR279C/YDR345C/YOL020W/YGL008C/YML116W/YGL186C/YJL212C/YPL092W/YHL036W/YHL040C/YOR306C/YGR055W/YLR136C/YEL065W/YDR011W/YIL047C/YAL005C/YIR034C/YGL255W/YER053C/YDL022W/YDR277C/YDR406W/YHL047C/YOR273C/YER056C/YLL053C/YFR053C/YDR343C/YOL158C/YGR138C/YHR092C/YOR153W/YCL025C/YIL121W/YDR342C/YBR296C/YML123C"
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition",110,0.420896915374495,1.68296730458331,0.000434345406716592,0.00457733236309024,0.00358730619312489,1301,"tags=38%, list=24%, signal=30%","YGR225W/YPR015C/YDR052C/YPL153C/YKL108W/YGL021W/YKL092C/YBR007C/YOR368W/YLR135W/YCL024W/YGL158W/YDR507C/YJL194W/YDL074C/YHR158C/YCL061C/YLR381W/YJR089W/YJL013C/YNL201C/YOR033C/YPL269W/YGL086W/YJL090C/YFR003C/YPL209C/YER133W/YDR499W/YDR113C/YER173W/YDL017W/YMR224C/YGR188C/YMR048W/YOR073W/YKL101W/YGL003C/YDR386W/YDR440W/YAL047C/YLR288C"
"GO:0046034","GO:0046034","ATP metabolic process",45,-0.608085589391139,-1.87355657024152,0.000456906228725908,0.00478441936321906,0.00374960257432458,912,"tags=47%, list=17%, signal=39%","YOR347C/YOL056W/YCR012W/YDL185W/YDR050C/YBR127C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0098662","GO:0098662","inorganic cation transmembrane transport",147,-0.45764060459942,-1.68246817699281,0.000467102175946999,0.00486022770415738,0.00380901441278565,391,"tags=18%, list=7%, signal=17%","YKR050W/YBR187W/YMR319C/YOR065W/YOR378W/YDR040C/YGR281W/YMR011W/YPR124W/YDR384C/YOL130W/YDR345C/YGL008C/YHL040C/YLR136C/YEL065W/YGL255W/YER053C/YHL047C/YDR343C/YOL158C/YHR092C/YIL121W/YDR342C/YBR296C/YML123C"
"GO:0022618","GO:0022618","protein-RNA complex assembly",167,-0.437468232667044,-1.63938352373423,0.000476998076172961,0.00493198010835439,0.00386524756859123,1454,"tags=50%, list=27%, signal=38%","YML049C/YMR260C/YGR006W/YNL061W/YLR075W/YMR309C/YOR159C/YKR094C/YOL040C/YEL054C/YHR086W/YMR216C/YHL001W/YIL148W/YML024W/YPR102C/YMR288W/YOL080C/YLR106C/YDR060W/YCR077C/YOL139C/YDR447C/YPR163C/YIL110W/YOL127W/YKR059W/YMR146C/YLL008W/YIR026C/YGR085C/YPR016C/YPR112C/YDR429C/YMR186W/YHR021C/YMR268C/YJL191W/YEL055C/YKL006W/YBR079C/YIR012W/YPL211W/YCR031C/YAL035W/YJL138C/YNR054C/YLR048W/YDR190C/YOR369C/YGL099W/YLR167W/YMR229C/YML073C/YNR037C/YFL023W/YDL208W/YJR123W/YOL077C/YOR063W/YLR340W/YGR214W/YPR041W/YPL131W/YDR025W/YGR162W/YHR197W/YER025W/YHR066W/YLR448W/YOL121C/YML010W/YCR057C/YHR085W/YNL302C/YBR048W/YNL182C/YPL240C/YGR159C/YPL093W/YOR204W/YCR072C/YLR264W"
"GO:0051726","GO:0051726","regulation of cell cycle",269,0.330172445192469,1.47354213543232,0.00048203655691555,0.00495292562230727,0.00388166280042522,1265,"tags=32%, list=23%, signal=26%","YGR225W/YPR015C/YJL106W/YDR309C/YBR156C/YDR052C/YMR036C/YPL153C/YKL161C/YKR029C/YKL108W/YBL084C/YOR244W/YLR341W/YGL021W/YKR037C/YKL092C/YBR007C/YEL061C/YOR368W/YLR135W/YDR260C/YCL024W/YJR094C/YDL127W/YGL158W/YDR507C/YJL194W/YPL139C/YDL074C/YFR031C/YDR201W/YHR158C/YCL061C/YKR010C/YHR132W-A/YER032W/YOR066W/YDL179W/YHR061C/YDR195W/YLR381W/YLR127C/YGR113W/YOR195W/YJR089W/YOR249C/YJL013C/YDR318W/YDL089W/YPL242C/YNL201C/YOR033C/YPL269W/YGL086W/YDR363W-A/YLR182W/YJL090C/YFR003C/YPL209C/YDR285W/YNL298W/YMR198W/YDR303C/YER133W/YDR499W/YER167W/YDR113C/YER173W/YDL017W/YML109W/YMR224C/YPR120C/YIL073C/YGR188C/YPR141C/YMR048W/YOR073W/YKL101W/YGL003C/YLR310C/YDR386W/YDR014W/YDR440W/YLR210W/YAL047C"
"GO:0006302","GO:0006302","double-strand break repair",139,0.38866645880921,1.61054603231217,0.000496952166677722,0.00507446808706941,0.00397691697949351,1533,"tags=50%, list=28%, signal=37%","YIL132C/YDR191W/YDR078C/YDR076W/YOR144C/YKL045W/YKL108W/YNL133C/YOR368W/YPR007C/YDL002C/YLR135W/YFR027W/YNL250W/YOR328W/YDL074C/YFL008W/YJR043C/YGR056W/YAR007C/YGL163C/YDL059C/YDL003W/YLR376C/YNL201C/YOL146W/YOR033C/YDR363W-A/YLR442C/YBR202W/YOL034W/YJL090C/YMR106C/YOR005C/YGL113W/YBR073W/YDR263C/YJL074C/YDR004W/YKL057C/YLL002W/YMR284W/YDR227W/YDR180W/YER179W/YGL168W/YDL017W/YMR156C/YDR489W/YMR224C/YLR274W/YGL090W/YMR078C/YDR386W/YCR014C/YLR265C/YJL142C/YKL113C/YLR320W/YLR288C/YPR019W/YPL127C/YOR023C/YBR275C/YBL023C/YLR321C/YLR103C/YER104W/YDR363W/YIL126W"
"GO:0009132","GO:0009132","nucleoside diphosphate metabolic process",34,-0.647849230211442,-1.86965908558543,0.000502935042958747,0.00510385932484061,0.00399995121885319,912,"tags=59%, list=17%, signal=49%","YOR347C/YOL056W/YCR012W/YER005W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0034293","GO:0034293","sexual sporulation",96,0.434759035356315,1.71627902132489,0.000530033382846418,0.00531326147194824,0.00416406200644426,1130,"tags=36%, list=21%, signal=29%","YCL048W/YLR307W/YGR225W/YLR213C/YML066C/YPR036W-A/YBR010W/YOL047C/YLR341W/YDR522C/YDR104C/YDR260C/YNL031C/YDR273W/YER046W/YOL048C/YDR512C/YNL204C/YLR054C/YMR017W/YBR148W/YPR192W/YDR403W/YLL033W/YNL084C/YDR208W/YMR148W/YER133W/YPL232W/YHR184W/YNL012W/YLR343W/YBR043C/YMR224C/YOR298W"
"GO:0043935","GO:0043935","sexual sporulation resulting in formation of a cellular spore",96,0.434759035356315,1.71627902132489,0.000530033382846418,0.00531326147194824,0.00416406200644426,1130,"tags=36%, list=21%, signal=29%","YCL048W/YLR307W/YGR225W/YLR213C/YML066C/YPR036W-A/YBR010W/YOL047C/YLR341W/YDR522C/YDR104C/YDR260C/YNL031C/YDR273W/YER046W/YOL048C/YDR512C/YNL204C/YLR054C/YMR017W/YBR148W/YPR192W/YDR403W/YLL033W/YNL084C/YDR208W/YMR148W/YER133W/YPL232W/YHR184W/YNL012W/YLR343W/YBR043C/YMR224C/YOR298W"
"GO:1901700","GO:1901700","response to oxygen-containing compound",63,-0.548643061493361,-1.81477890638409,0.000563274507351763,0.00561226236415938,0.00439839232534965,1484,"tags=52%, list=27%, signal=39%","YGR088W/YNL036W/YER130C/YHL010C/YHR204W/YCL043C/YKL071W/YNL190W/YJR101W/YBL103C/YHR141C/YNL241C/YDR353W/YHR206W/YOL067C/YML028W/YNL162W/YDL168W/YOR371C/YNL154C/YMR038C/YDR001C/YMR116C/YJL144W/YER020W/YBR126C/YDR171W/YJL101C/YJR104C/YGR008C/YNL134C/YOR153W/YOL052C-A"
"GO:0006144","GO:0006144","purine nucleobase metabolic process",21,-0.718649016860699,-1.90224975740072,0.000585915838947288,0.00580268457367073,0.00454762832512036,574,"tags=62%, list=10%, signal=56%","YJR133W/YML022W/YDL238C/YOR184W/YGR204W/YDR408C/YML035C/YNL141W/YGL234W/YDR399W/YMR300C/YOR128C/YKR080W"
"GO:0009069","GO:0009069","serine family amino acid metabolic process",35,-0.651615169389593,-1.8974394135513,0.000624489363307368,0.00614766774417552,0.00481799546604613,309,"tags=37%, list=6%, signal=35%","YOR184W/YGR155W/YEL046C/YHR025W/YER052C/YCL064C/YGL184C/YGR208W/YAL044C/YFR055W/YMR189W/YDR019C/YLR058C"
"GO:0098655","GO:0098655","monoatomic cation transmembrane transport",150,-0.447209401427748,-1.65617094708049,0.000633892458808162,0.00620309048976558,0.00486143088710019,391,"tags=17%, list=7%, signal=16%","YKR050W/YBR187W/YMR319C/YOR065W/YJR106W/YDR040C/YGR281W/YMR011W/YPR124W/YOL130W/YDR345C/YGL008C/YHL040C/YLR136C/YEL065W/YGL255W/YER053C/YHL047C/YDR343C/YOL158C/YHR092C/YIL121W/YDR342C/YBR296C/YML123C"
"GO:0006112","GO:0006112","energy reserve metabolic process",34,-0.642322971584231,-1.85371059144538,0.000651083821176701,0.00633362013026329,0.00496372841557323,503,"tags=32%, list=9%, signal=30%","YKL035W/YEL011W/YFR017C/YIL099W/YPR184W/YKR058W/YOR178C/YMR105C/YLR258W/YPR160W/YFR015C"
"GO:0098739","GO:0098739","import across plasma membrane",19,-0.73390568198996,-1.88440253433093,0.000663708297675105,0.00641844965516396,0.00503021025606396,174,"tags=42%, list=3%, signal=41%","YDR497C/YKR050W/YHL036W/YGR055W/YGL255W/YFR053C/YCL025C/YIL121W"
"GO:0009082","GO:0009082","branched-chain amino acid biosynthetic process",15,-0.77981754672646,-1.90498270036717,0.000679798001142657,0.00653560183554695,0.00512202372052085,807,"tags=67%, list=15%, signal=57%","YER086W/YMR108W/YIL051C/YHR208W/YCL009C/YJR016C/YCL064C/YLR355C/YOR108W/YJR148W"
"GO:0000075","GO:0000075","cell cycle checkpoint signaling",102,0.425803057027442,1.68245193639097,0.000697447827026913,0.00666630364902468,0.0052244561828699,1301,"tags=38%, list=24%, signal=30%","YGR225W/YPR015C/YDR052C/YPL153C/YKL108W/YGL021W/YKL092C/YOR368W/YLR135W/YCL024W/YGL158W/YDR507C/YJL194W/YDL074C/YCL061C/YLR381W/YJR089W/YJL013C/YNL201C/YOR033C/YPL269W/YGL086W/YJL090C/YFR003C/YPL209C/YER133W/YDR499W/YER173W/YDL017W/YMR224C/YGR188C/YMR048W/YOR073W/YKL101W/YGL003C/YDR386W/YDR440W/YAL047C/YLR288C"
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly",163,-0.43803451055711,-1.63946104666384,0.000707689890274899,0.00672509930411523,0.00527053499054747,1431,"tags=46%, list=26%, signal=35%","YNL061W/YLR075W/YKR094C/YOL040C/YEL054C/YHL001W/YER016W/YIL148W/YML024W/YPR102C/YNL166C/YOL080C/YLR106C/YNL139C/YDR060W/YCR077C/YNL163C/YDR447C/YIL110W/YOL127W/YLL008W/YIR026C/YDR328C/YGR085C/YPR016C/YPR112C/YHR021C/YIL070C/YFL037W/YNL016W/YJL191W/YEL055C/YKL006W/YIR012W/YPL211W/YCR031C/YBR127C/YAL035W/YNR054C/YFL007W/YGR108W/YLR048W/YOR369C/YGL099W/YLR167W/YMR229C/YML073C/YNR037C/YJR123W/YOL077C/YOR063W/YER131W/YLR340W/YGR214W/YPR041W/YPL131W/YDR025W/YGR162W/YHR197W/YHR066W/YLR448W/YDL160C/YNL098C/YOL121C/YCR057C/YHR085W/YNL302C/YBR048W/YGL008C/YNL182C/YGR159C/YPL093W/YCR072C/YLR180W/YLR264W"
"GO:0006817","GO:0006817","phosphate ion transport",14,-0.787593736138028,-1.87902075569924,0.000728067137045106,0.00687897915690893,0.00539113233964434,124,"tags=29%, list=2%, signal=28%","YIL047C/YER053C/YBR296C/YML123C"
"GO:0000041","GO:0000041","transition metal ion transport",66,-0.544935692120648,-1.8231009335377,0.00074687771410759,0.0070163826399593,0.00549881697484325,622,"tags=27%, list=11%, signal=24%","YBR187W/YMR319C/YDR534C/YLR214W/YGR281W/YOR382W/YPR124W/YBR085W/YGR192C/YHL040C/YOL152W/YEL065W/YGL255W/YER053C/YHL047C/YOL158C/YIL121W/YML123C"
"GO:0016052","GO:0016052","carbohydrate catabolic process",82,-0.515707089408666,-1.75740025218863,0.000753446013960046,0.00703787072130861,0.00551565742276971,912,"tags=41%, list=17%, signal=35%","YOR347C/YOL056W/YNL066W/YCR012W/YDR050C/YGR254W/YLR286C/YMR205C/YKL060C/YDR001C/YIL162W/YKL152C/YFR017C/YCL040W/YIL099W/YOL136C/YLR446W/YIL123W/YDR516C/YOR344C/YOR120W/YBR196C/YHR183W/YGR192C/YFL053W/YLR300W/YPR184W/YNR067C/YJL052W/YHR174W/YMR105C/YAL038W/YFR053C/YPR160W"
"GO:0000967","GO:0000967","rRNA 5'-end processing",36,-0.647496286161433,-1.89505844099999,0.000818580823856,0.00760308968598454,0.00595862580077159,1100,"tags=64%, list=20%, signal=51%","YPR144C/YLR186W/YPR112C/YDL153C/YHR169W/YJL109C/YPR137W/YDR457W/YOR004W/YLR129W/YJL010C/YNR054C/YMR229C/YPL217C/YOR310C/YGL171W/YOL077C/YLR222C/YJR002W/YML093W/YER082C/YCR057C/YJL069C"
"GO:0005977","GO:0005977","glycogen metabolic process",33,-0.649881940470854,-1.87565711498245,0.000839766707122651,0.00775604756466089,0.00607850058851641,503,"tags=33%, list=9%, signal=30%","YKL035W/YEL011W/YFR017C/YIL099W/YPR184W/YKR058W/YOR178C/YMR105C/YLR258W/YPR160W/YFR015C"
"GO:0010948","GO:0010948","negative regulation of cell cycle process",130,0.398719376150444,1.64726343661222,0.000852405232847273,0.0078287944290554,0.00613551311381983,1265,"tags=36%, list=23%, signal=28%","YGR225W/YPR015C/YDR052C/YPL153C/YKR029C/YKL108W/YGL021W/YKL092C/YBR007C/YOR368W/YLR135W/YCL024W/YGL158W/YDR507C/YJL194W/YDL074C/YFR031C/YHR158C/YCL061C/YKR010C/YLR381W/YJR089W/YJL013C/YDR318W/YNL201C/YOR033C/YPL269W/YGL086W/YJL090C/YFR003C/YPL209C/YDR285W/YER133W/YDR499W/YDR113C/YER173W/YDL017W/YMR224C/YGR188C/YMR048W/YOR073W/YKL101W/YGL003C/YDR386W/YDR014W/YDR440W/YAL047C"
"GO:0009097","GO:0009097","isoleucine biosynthetic process",11,-0.824745034348981,-1.87875641789411,0.000888574918637663,0.00811565092355732,0.00636032573340643,807,"tags=82%, list=15%, signal=70%","YER086W/YMR108W/YIL051C/YHR208W/YCL009C/YJR016C/YCL064C/YLR355C/YJR148W"
"GO:0090407","GO:0090407","organophosphate biosynthetic process",261,-0.3869996650043,-1.53183374781553,0.000904973472744106,0.00821975905630559,0.00644191643290949,909,"tags=24%, list=17%, signal=21%","YMR220W/YJR103W/YLR028C/YPR062W/YPR113W/YBL068W/YDL185W/YMR217W/YLR099C/YKL088W/YNR016C/YDR050C/YOR209C/YNL231C/YJL167W/YLR347C/YJL005W/YKL181W/YLR380W/YML126C/YBR252W/YGR149W/YNR043W/YGL037C/YJR133W/YPR183W/YJL026W/YER043C/YKR043C/YML022W/YDL055C/YLR432W/YKL216W/YLR420W/YML106W/YMR096W/YGR180C/YML056C/YBL039C/YJR073C/YOL061W/YKR072C/YGR204W/YDR408C/YJR109C/YER070W/YHL011C/YPL057C/YML035C/YHR128W/YNL141W/YNL220W/YGR157W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YKR080W/YMR120C"
"GO:0033212","GO:0033212","iron import into cell",11,-0.824196104055068,-1.87750596318422,0.00092179172302111,0.00828101416746833,0.00648992274361713,167,"tags=45%, list=3%, signal=44%","YHL040C/YOL152W/YEL065W/YHL047C/YOL158C"
"GO:0048869","GO:0048869","cellular developmental process",105,0.416501292555654,1.65253103789372,0.000920033751685537,0.00828101416746833,0.00648992274361713,1130,"tags=34%, list=21%, signal=28%","YCL048W/YLR307W/YGR225W/YLR213C/YPR065W/YML066C/YPR036W-A/YOL047C/YLR341W/YDR522C/YDR104C/YDR260C/YDR273W/YER046W/YOL048C/YDR512C/YNL204C/YLR054C/YMR017W/YBR148W/YMR144W/YPR192W/YDR403W/YLL033W/YMR106C/YNL084C/YDR208W/YMR148W/YER133W/YPL232W/YHR184W/YNL012W/YLR343W/YBR043C/YMR224C/YOR298W"
"GO:0034220","GO:0034220","monoatomic ion transmembrane transport",156,-0.44288630972282,-1.64825677574825,0.000947321278967221,0.00846410968816365,0.00663341673601761,391,"tags=13%, list=7%, signal=12%","YDR040C/YGR281W/YMR011W/YPR124W/YOL130W/YDR345C/YGL008C/YHL040C/YLR136C/YEL065W/YGL255W/YER053C/YHL047C/YDR343C/YOL158C/YHR092C/YIL121W/YDR342C/YBR296C/YML123C"
"GO:0030154","GO:0030154","cell differentiation",98,0.424404259881349,1.68736631004895,0.00103024405162142,0.00915524984251682,0.00717507094841886,1130,"tags=35%, list=21%, signal=28%","YCL048W/YLR307W/YGR225W/YLR213C/YPR065W/YML066C/YPR036W-A/YOL047C/YLR341W/YDR522C/YDR104C/YDR260C/YDR273W/YER046W/YOL048C/YDR512C/YNL204C/YLR054C/YMR017W/YBR148W/YPR192W/YDR403W/YLL033W/YNL084C/YDR208W/YMR148W/YER133W/YPL232W/YHR184W/YNL012W/YLR343W/YBR043C/YMR224C/YOR298W"
"GO:1901137","GO:1901137","carbohydrate derivative biosynthetic process",204,-0.408080291180034,-1.57732932497834,0.00105737804073816,0.00934585752136313,0.00732445230256657,921,"tags=22%, list=17%, signal=19%","YBR038W/YJR103W/YLR028C/YPR062W/YBL068W/YER005W/YDL185W/YMR217W/YDR050C/YJL005W/YLR017W/YKL181W/YBR252W/YJR133W/YPR183W/YJL026W/YKR043C/YML022W/YDL055C/YLR432W/YKL216W/YLR420W/YML106W/YGR180C/YML056C/YBL039C/YOL061W/YDR408C/YJR109C/YER070W/YHL011C/YPL057C/YML035C/YHR128W/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YER001W/YMR300C/YOR128C/YMR120C"
"GO:0051084","GO:0051084","'de novo' post-translational protein folding",24,-0.684736158569941,-1.87219823638833,0.00106909258016852,0.00939886738928901,0.00736599672460607,1160,"tags=75%, list=21%, signal=59%","YJL014W/YDR188W/YDR212W/YJL034W/YJL008C/YJR064W/YIL142W/YDL143W/YOR020C/YNL209W/YFL016C/YHR064C/YNL007C/YJR045C/YLL024C/YDL229W/YAL005C/YLL026W"
"GO:1901987","GO:1901987","regulation of cell cycle phase transition",155,0.373148405759318,1.56921112680819,0.00109115046010081,0.00954176253407301,0.00747798523607719,1265,"tags=35%, list=23%, signal=28%","YGR225W/YPR015C/YDR309C/YDR052C/YMR036C/YPL153C/YKL161C/YKL108W/YGL021W/YKL092C/YBR007C/YOR368W/YLR135W/YDR260C/YCL024W/YGL158W/YDR507C/YJL194W/YDL074C/YHR158C/YCL061C/YHR132W-A/YOR066W/YHR061C/YLR381W/YOR195W/YJR089W/YOR249C/YJL013C/YDL089W/YNL201C/YOR033C/YPL269W/YGL086W/YJL090C/YFR003C/YPL209C/YNL298W/YER133W/YDR499W/YDR113C/YER173W/YDL017W/YML109W/YMR224C/YGR188C/YMR048W/YOR073W/YKL101W/YGL003C/YLR310C/YDR386W/YDR440W/YAL047C"
"GO:0045786","GO:0045786","negative regulation of cell cycle",134,0.388407240336809,1.60024876426349,0.00114829284920304,0.00998832510100421,0.0078279612777751,1265,"tags=35%, list=23%, signal=28%","YGR225W/YPR015C/YDR052C/YPL153C/YKR029C/YKL108W/YGL021W/YKL092C/YBR007C/YOR368W/YLR135W/YCL024W/YGL158W/YDR507C/YJL194W/YDL074C/YFR031C/YHR158C/YCL061C/YKR010C/YLR381W/YJR089W/YJL013C/YDR318W/YNL201C/YOR033C/YPL269W/YGL086W/YJL090C/YFR003C/YPL209C/YDR285W/YER133W/YDR499W/YDR113C/YER173W/YDL017W/YMR224C/YGR188C/YMR048W/YOR073W/YKL101W/YGL003C/YDR386W/YDR014W/YDR440W/YAL047C"
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process",50,-0.586646813614113,-1.85483063966642,0.0011868678903631,0.0102695305881944,0.00804834514019076,803,"tags=36%, list=15%, signal=31%","YBR222C/YDL171C/YDL066W/YNL037C/YLR017W/YBR249C/YKL085W/YBR263W/YDR035W/YBR034C/YDR127W/YNR033W/YGL148W/YER052C/YMR250W/YKL029C/YLR438W/YLR058C"
"GO:0006812","GO:0006812","monoatomic cation transport",183,-0.410208708677538,-1.55928372521979,0.00121027734522349,0.0104172563117666,0.00816411942989007,398,"tags=17%, list=7%, signal=16%","YKR050W/YBR187W/YMR319C/YDR534C/YOR065W/YJR106W/YLR214W/YDR040C/YGR281W/YMR011W/YOR382W/YPR124W/YBR085W/YOL130W/YDR345C/YGL008C/YGR192C/YHL040C/YOL152W/YLR136C/YEL065W/YGL255W/YER053C/YHL047C/YDR343C/YOL158C/YHR092C/YIL121W/YDR342C/YBR296C/YML123C"
"GO:0098661","GO:0098661","inorganic anion transmembrane transport",24,-0.678965723602631,-1.85642077519575,0.00123829875811937,0.0106029331163971,0.00830963640316948,229,"tags=25%, list=4%, signal=24%","YMR279C/YML116W/YPL092W/YIL047C/YER053C/YBR296C"
"GO:0030437","GO:0030437","ascospore formation",93,0.427310467823057,1.6711291555743,0.00125259787630204,0.0106697974540961,0.00836203872699042,1130,"tags=35%, list=21%, signal=29%","YCL048W/YLR307W/YGR225W/YLR213C/YML066C/YPR036W-A/YOL047C/YLR341W/YDR522C/YDR104C/YDR260C/YDR273W/YER046W/YOL048C/YDR512C/YNL204C/YLR054C/YMR017W/YBR148W/YPR192W/YDR403W/YLL033W/YNL084C/YDR208W/YMR148W/YER133W/YPL232W/YHR184W/YNL012W/YLR343W/YBR043C/YMR224C/YOR298W"
"GO:0009063","GO:0009063","amino acid catabolic process",55,-0.55944184489361,-1.81376889380456,0.00127488316482329,0.0108036490874715,0.00846693973816441,462,"tags=33%, list=8%, signal=30%","YER043C/YHR208W/YMR083W/YGL196W/YOL086C/YEL046C/YLR089C/YLR044C/YMR250W/YBR145W/YCL064C/YJR148W/YAL044C/YFR055W/YMR189W/YLR438W/YDR019C/YLR058C"
"GO:0030001","GO:0030001","metal ion transport",102,-0.480976631844972,-1.70759111045371,0.00132746416201506,0.0111915440120655,0.00877093729720074,398,"tags=26%, list=7%, signal=25%","YIL023C/YLL048C/YAL048C/YLL018C-A/YDR135C/YKR050W/YBR187W/YMR319C/YDR534C/YLR214W/YDR040C/YGR281W/YOR382W/YPR124W/YBR085W/YOL130W/YGR192C/YHL040C/YOL152W/YEL065W/YGL255W/YER053C/YHL047C/YOL158C/YIL121W/YBR296C/YML123C"
"GO:0010972","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle",18,0.686410979763909,1.8724539936766,0.00135318025310277,0.0113501445719436,0.0088952343168517,1301,"tags=61%, list=24%, signal=47%","YDR052C/YKL108W/YBR007C/YJL194W/YCL061C/YOR033C/YJL090C/YER173W/YDL017W/YMR224C/YLR288C"
"GO:0140014","GO:0140014","mitotic nuclear division",129,0.378369030693238,1.55592552888994,0.00139335369274231,0.011627784116083,0.00911282351010733,1376,"tags=37%, list=25%, signal=29%","YDR309C/YDR052C/YPR111W/YKL092C/YEL061C/YOL006C/YIL144W/YFR027W/YCR002C/YBL031W/YFR031C/YFL008W/YHR158C/YOL069W/YHR061C/YLR381W/YOR058C/YLR127C/YGR113W/YOR195W/YJR089W/YOR249C/YDL003W/YJL013C/YDL225W/YDL089W/YPL269W/YGL086W/YFR003C/YPL209C/YIR010W/YDR356W/YNL298W/YNL078W/YER133W/YDR180W/YDR113C/YDL017W/YGR140W/YPR120C/YGR188C/YOR073W/YGL003C/YLR210W/YAL047C/YLR212C/YDR130C/YDL155W"
"GO:0006541","GO:0006541","glutamine metabolic process",20,-0.70625567216184,-1.8461241520387,0.00140737095917113,0.0116854437216027,0.00915801198312313,903,"tags=60%, list=17%, signal=50%","YJR103W/YMR217W/YDL171C/YNR033W/YOR303W/YGR124W/YBL039C/YPR035W/YBR248C/YGR061C/YPR145W/YMR300C"
