"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0072521","GO:0072521","purine-containing compound metabolic process",174,-0.561533285519664,-2.11461998959815,1.64088096389504e-09,9.51429244290769e-08,7.45645662064222e-08,933,"tags=42%, list=17%, signal=36%","YJL121C/YOR347C/YMR220W/YLR028C/YOL056W/YOR095C/YBL068W/YCR012W/YDL185W/YMR217W/YKL088W/YNR016C/YDR050C/YBR127C/YDL066W/YOR209C/YJL005W/YGR254W/YLR017W/YKL181W/YML126C/YMR205C/YBR252W/YNR043W/YCR073W-A/YJR133W/YKL060C/YPR074C/YML075C/YMR145C/YER043C/YKL152C/YML022W/YLR432W/YMR083W/YML056C/YDL238C/YOR184W/YOL061W/YCL040W/YOL086C/YKR072C/YGR204W/YOL136C/YLR446W/YDR408C/YDR516C/YOR344C/YHL011C/YBR196C/YML035C/YHR183W/YBR145W/YHR163W/YNL141W/YGR192C/YNL220W/YHR216W/YJL052W/YGR061C/YPL061W/YHR174W/YLR359W/YAL038W/YDL022W/YGL234W/YDR399W/YFR053C/YAR015W/YMR300C/YOR128C/YKR080W/YMR120C"
"GO:0019752","GO:0019752","carboxylic acid metabolic process",338,-0.472544139210963,-1.92000811510509,1.69427468289174e-09,9.51429244290769e-08,7.45645662064222e-08,943,"tags=36%, list=17%, signal=32%","YJL060W/YNL311C/YPL111W/YER090W/YDR321W/YOR347C/YAL012W/YJR103W/YOL056W/YGL202W/YCR053W/YER125W/YOR221C/YCR012W/YOL058W/YER086W/YBR222C/YMR217W/YNR016C/YDL171C/YHR137W/YDR050C/YMR108W/YDL066W/YNL037C/YMR043W/YGR254W/YLR017W/YLR380W/YBR249C/YER069W/YHR067W/YKL085W/YMR205C/YBR263W/YIL051C/YGL125W/YKL060C/YDR035W/YBR034C/YNL117W/YPR069C/YDR234W/YIL145C/YOL002C/YDR127W/YNR033W/YIL020C/YER043C/YHR208W/YGL148W/YOR303W/YKL152C/YGR124W/YCL009C/YPL231W/YNL274C/YBL039C/YGL196W/YJR154W/YOR184W/YER061C/YHR033W/YCL040W/YJR016C/YGR204W/YHR018C/YPR035W/YOL136C/YLR446W/YGR155W/YJR109C/YEL046C/YBR115C/YLR089C/YHR025W/YDR516C/YER052C/YLR044C/YOR344C/YDR502C/YMR250W/YBR196C/YHR183W/YCL064C/YBR218C/YKL182W/YGR192C/YLR355C/YBR248C/YOR108W/YER073W/YJL200C/YOR202W/YGL184C/YMR272C/YIL094C/YGR208W/YLR180W/YER055C/YIR034C/YNR050C/YJL052W/YGR061C/YPL061W/YKL029C/YHR174W/YPL095C/YAL038W/YDL182W/YPR145W/YJR148W/YAL044C/YFR053C/YFR055W/YMR189W/YMR300C/YLR438W/YCL030C/YDR019C/YLR058C"
"GO:0022414","GO:0022414","reproductive process",426,0.367114596346426,1.73897004773019,7.76909746063977e-09,4.12012781461025e-07,3.22898991233381e-07,1109,"tags=32%, list=20%, signal=28%","YCL048W/YLR307W/YCL058C/YIL132C/YGR225W/YGR230W/YLR213C/YDL214C/YJL106W/YDR383C/YDR076W/YNL225C/YLR313C/YJL170C/YPL016W/YCR097W/YDR052C/YPR046W/YML066C/YPR036W-A/YMR036C/YCR010C/YPL024W/YBR010W/YPL153C/YKR029C/YNL188W/YPL157W/YOL047C/YLR341W/YDL001W/YCL055W/YOR127W/YKL092C/YEL061C/YMR133W/YDR522C/YOR368W/YDR104C/YKL189W/YIL140W/YPR007C/YOL086W-A/YLR135W/YEL072W/YDR260C/YCL024W/YJR094C/YNL031C/YIL122W/YNL279W/YGL158W/YLR238W/YHL023C/YDR273W/YDR507C/YNL250W/YMR065W/YGR152C/YER046W/YPL139C/YOL048C/YDL074C/YBR057C/YFR031C/YCL027W/YMR274C/YBL085W/YDR512C/YHR158C/YHR090C/YHR124W/YNL204C/YOL069W/YMR029C/YLR381W/YFL003C/YAR007C/YGL075C/YJR086W/YGL163C/YOR195W/YDL240W/YOR208W/YJL013C/YDR318W/YJL146W/YLR035C/YLR054C/YMR017W/YNL201C/YOL090W/YBR148W/YOR033C/YLR329W/YMR144W/YPR192W/YDR200C/YLR182W/YBR202W/YDR403W/YJL090C/YPL174C/YLL033W/YMR106C/YBR088C/YPL209C/YDR285W/YIR010W/YDR356W/YNL084C/YMR198W/YDR506C/YER075C/YBR073W/YJL074C/YDR208W/YDR004W/YMR148W/YNL078W/YER133W/YPL232W/YER179W/YPL192C/YHR184W/YDR113C/YNL012W/YER173W/YDL017W/YLR343W/YBR043C/YBR081C/YMR224C/YPR120C/YLR274W/YIL073C"
"GO:1903046","GO:1903046","meiotic cell cycle process",230,0.446057076189117,1.95514457647326,9.01859533645119e-09,4.49290022215932e-07,3.52113578686324e-07,1513,"tags=46%, list=28%, signal=34%","YCL048W/YLR307W/YIL132C/YGR225W/YLR213C/YJL106W/YDR076W/YDR052C/YML066C/YPR036W-A/YMR036C/YPL153C/YKR029C/YOL047C/YLR341W/YEL061C/YMR133W/YDR522C/YOR368W/YDR104C/YPR007C/YOL086W-A/YLR135W/YDR260C/YJR094C/YGL158W/YDR273W/YNL250W/YER046W/YPL139C/YOL048C/YDL074C/YBR057C/YFR031C/YDR512C/YNL204C/YOL069W/YFL003C/YAR007C/YGL075C/YGL163C/YJL013C/YDR318W/YLR035C/YLR054C/YMR017W/YNL201C/YOL090W/YBR148W/YOR033C/YLR329W/YPR192W/YLR182W/YBR202W/YDR403W/YLL033W/YBR088C/YPL209C/YDR285W/YIR010W/YNL084C/YBR073W/YJL074C/YDR208W/YDR004W/YMR148W/YER133W/YPL232W/YER179W/YHR184W/YDR113C/YNL012W/YER173W/YDL017W/YLR343W/YBR043C/YMR224C/YPR120C/YLR274W/YIL073C/YOR298W/YMR048W/YOR073W/YMR167W/YDR386W/YDR014W/YDR440W/YLR320W/YLR288C/YLR212C/YOR190W/YGL127C/YBR023C/YPR019W/YJL168C/YDL155W/YNL082W/YLR394W/YIL072W/YOR373W/YBL023C/YIL120W/YER180C/YPR054W/YOR354C"
"GO:0019637","GO:0019637","organophosphate metabolic process",396,-0.440640791795723,-1.80919261887613,8.84377909865987e-09,4.49290022215932e-07,3.52113578686324e-07,934,"tags=28%, list=17%, signal=25%","YEL016C/YJL121C/YOR347C/YMR220W/YJR103W/YLR028C/YOL056W/YPR062W/YPR113W/YOR095C/YBL068W/YKL212W/YCR012W/YER005W/YDL185W/YMR217W/YLR099C/YKL088W/YNR016C/YDR050C/YCR068W/YBR127C/YDL066W/YGL224C/YJR069C/YOR209C/YNL231C/YJL167W/YLR347C/YJL005W/YGR254W/YKL181W/YLR380W/YML126C/YMR205C/YBR252W/YGR149W/YNR043W/YCR073W-A/YGL037C/YJR133W/YKL060C/YPR183W/YPR074C/YJL026W/YML075C/YMR145C/YKL035W/YER043C/YKR043C/YKL152C/YML022W/YPL110C/YDL055C/YLR432W/YMR083W/YKL216W/YLR420W/YML106W/YMR096W/YGR180C/YML056C/YBL039C/YJR073C/YOL061W/YCL040W/YOL086C/YKR072C/YGR204W/YOL136C/YLR446W/YDR408C/YJR109C/YDR516C/YER070W/YOR344C/YHL011C/YPL057C/YOR120W/YBR196C/YML035C/YHR183W/YBR145W/YDR481C/YHR128W/YHR163W/YNL141W/YGR192C/YNL220W/YFL053W/YGR157W/YMR272C/YHR216W/YMR006C/YJL052W/YGR061C/YPL061W/YHR174W/YLR359W/YMR105C/YAL038W/YDL022W/YGL234W/YDR399W/YFR053C/YER037W/YAR015W/YMR300C/YOR128C/YMR008C/YKR080W/YMR120C"
"GO:1901607","GO:1901607","alpha-amino acid biosynthetic process",116,-0.612364700795973,-2.20781428707738,1.1827591397244e-08,5.7189883109027e-07,4.4820346347451e-07,930,"tags=47%, list=17%, signal=40%","YER090W/YAL012W/YGL202W/YCR053W/YOL058W/YER086W/YDL171C/YHR137W/YMR108W/YDL066W/YNL037C/YLR017W/YER069W/YBR263W/YIL051C/YGL125W/YDR234W/YNR033W/YIL020C/YHR208W/YOR303W/YGR124W/YCL009C/YOR184W/YHR033W/YJR016C/YGR204W/YHR018C/YPR035W/YGR155W/YJR109C/YEL046C/YBR115C/YLR089C/YHR025W/YER052C/YCL064C/YLR355C/YBR248C/YOR108W/YJL200C/YOR202W/YGL184C/YIL094C/YGR208W/YER055C/YIR034C/YNR050C/YDL182W/YPR145W/YJR148W/YFR055W/YLR438W/YCL030C/YLR058C"
"GO:0009161","GO:0009161","ribonucleoside monophosphate metabolic process",40,-0.779561941474559,-2.35015801674372,1.89813883230225e-08,8.66816733418027e-07,6.79333897876594e-07,440,"tags=70%, list=8%, signal=65%","YLR028C/YPR062W/YBL068W/YMR217W/YKL181W/YJR133W/YML022W/YLR432W/YKL216W/YLR420W/YML106W/YML056C/YOL061W/YDR408C/YHL011C/YML035C/YHR128W/YNL141W/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YMR120C"
"GO:0046390","GO:0046390","ribose phosphate biosynthetic process",63,-0.694501300018686,-2.29724277620431,1.87079085160147e-08,8.66816733418027e-07,6.79333897876594e-07,903,"tags=52%, list=17%, signal=44%","YJR103W/YLR028C/YPR062W/YBL068W/YDL185W/YMR217W/YJL005W/YKL181W/YJR133W/YKR043C/YML022W/YLR432W/YKL216W/YLR420W/YML106W/YML056C/YBL039C/YOL061W/YDR408C/YJR109C/YHL011C/YML035C/YHR128W/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YMR120C"
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process",40,-0.779084475268012,-2.34871859163413,2.02829555248785e-08,9.01221050889196e-07,7.06296943455228e-07,894,"tags=72%, list=16%, signal=61%","YLR028C/YPR062W/YBL068W/YMR217W/YKL181W/YBR252W/YJR133W/YML022W/YLR432W/YKL216W/YLR420W/YML106W/YML056C/YOL061W/YDR408C/YHL011C/YML035C/YHR128W/YNL141W/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YMR120C"
"GO:0042255","GO:0042255","ribosome assembly",80,-0.660381460478021,-2.25657030730209,2.12967872154085e-08,9.2136626795083e-07,7.22084973730194e-07,1431,"tags=75%, list=26%, signal=56%","YNL061W/YLR075W/YKR094C/YOL040C/YEL054C/YHL001W/YIL148W/YML024W/YPR102C/YOL080C/YLR106C/YDR060W/YNL163C/YDR447C/YIL110W/YOL127W/YLL008W/YIR026C/YGR085C/YPR016C/YPR112C/YHR021C/YIL070C/YJL191W/YEL055C/YKL006W/YIR012W/YPL211W/YCR031C/YAL035W/YNR054C/YLR048W/YOR369C/YGL099W/YLR167W/YMR229C/YML073C/YNR037C/YJR123W/YOL077C/YOR063W/YER131W/YLR340W/YGR214W/YPR041W/YPL131W/YDR025W/YHR197W/YHR066W/YLR448W/YOL121C/YCR057C/YHR085W/YNL302C/YBR048W/YNL182C/YGR159C/YPL093W/YCR072C/YLR264W"
"GO:0170034","GO:0170034","L-amino acid biosynthetic process",105,-0.610514684823128,-2.17942116717318,2.77500554378097e-08,1.11270953999412e-06,8.72042820433352e-07,906,"tags=47%, list=17%, signal=40%","YAL012W/YGL202W/YCR053W/YOL058W/YDL171C/YHR137W/YMR108W/YDL066W/YNL037C/YLR017W/YER069W/YBR263W/YGL125W/YDR234W/YIL020C/YHR208W/YOR303W/YGR124W/YCL009C/YOR184W/YHR033W/YJR016C/YGR204W/YHR018C/YPR035W/YGR155W/YJR109C/YEL046C/YBR115C/YHR025W/YER052C/YLR355C/YBR248C/YOR108W/YJL200C/YOR202W/YGL184C/YIL094C/YGR208W/YER055C/YIR034C/YNR050C/YDL182W/YPR145W/YJR148W/YFR055W/YLR438W/YCL030C/YLR058C"
"GO:0170038","GO:0170038","proteinogenic amino acid biosynthetic process",105,-0.610514684823128,-2.17942116717318,2.77500554378097e-08,1.11270953999412e-06,8.72042820433352e-07,906,"tags=47%, list=17%, signal=40%","YAL012W/YGL202W/YCR053W/YOL058W/YDL171C/YHR137W/YMR108W/YDL066W/YNL037C/YLR017W/YER069W/YBR263W/YGL125W/YDR234W/YIL020C/YHR208W/YOR303W/YGR124W/YCL009C/YOR184W/YHR033W/YJR016C/YGR204W/YHR018C/YPR035W/YGR155W/YJR109C/YEL046C/YBR115C/YHR025W/YER052C/YLR355C/YBR248C/YOR108W/YJL200C/YOR202W/YGL184C/YIL094C/YGR208W/YER055C/YIR034C/YNR050C/YDL182W/YPR145W/YJR148W/YFR055W/YLR438W/YCL030C/YLR058C"
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis",129,-0.583461351477797,-2.12244857330501,2.73052678190296e-08,1.11270953999412e-06,8.72042820433352e-07,1476,"tags=68%, list=27%, signal=51%","YHR052W/YNL002C/YNL061W/YLR075W/YKR094C/YEL054C/YHL001W/YIL148W/YPR102C/YPL043W/YOR294W/YNL069C/YOL080C/YLR106C/YDR060W/YIL110W/YGL135W/YPL220W/YHR088W/YOL127W/YNL110C/YGL076C/YIL133C/YGL111W/YER006W/YLR344W/YLL008W/YIR026C/YGR034W/YGR085C/YPR016C/YKL180W/YDR083W/YEL026W/YLL035W/YLL034C/YGR103W/YLR276C/YDR457W/YEL055C/YCL054W/YKL006W/YDR500C/YIR012W/YPL211W/YDR161W/YKL172W/YDR091C/YMR049C/YOR272W/YDL191W/YLL045C/YBR142W/YGL099W/YJL122W/YMR229C/YML073C/YDL208W/YLR435W/YOL077C/YKL009W/YOR063W/YGL078C/YGL120C/YFR031C-A/YER131W/YDL063C/YDL136W/YLR340W/YJL177W/YER126C/YPL131W/YGR162W/YHR197W/YLR397C/YPL198W/YKR024C/YHL033C/YHR066W/YGR245C/YLR448W/YHR085W/YNR046W/YAL025C/YNL182C/YBR267W/YPL093W/YCR072C"
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process",37,-0.789050573732767,-2.33740621295259,2.91902068931701e-08,1.1425880983898e-06,8.95458978376946e-07,440,"tags=76%, list=8%, signal=70%","YLR028C/YPR062W/YBL068W/YMR217W/YKL181W/YJR133W/YML022W/YLR432W/YKL216W/YLR420W/YML106W/YML056C/YOL061W/YDR408C/YHL011C/YML035C/YHR128W/YNL141W/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YMR120C"
"GO:0046112","GO:0046112","nucleobase biosynthetic process",20,-0.867710145927096,-2.26815970548122,3.48756904485756e-08,1.33338686273159e-06,1.044990088349e-06,449,"tags=75%, list=8%, signal=69%","YOR303W/YML022W/YKL216W/YLR420W/YML106W/YBL039C/YOR184W/YGR204W/YDR408C/YJR109C/YML035C/YNL141W/YGL234W/YMR300C/YKR080W"
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process",125,-0.570582587202206,-2.07287295417227,5.00369528638723e-08,1.86956251155014e-06,1.46519689725789e-06,903,"tags=36%, list=17%, signal=31%","YJR103W/YLR028C/YPR062W/YBL068W/YDL185W/YMR217W/YKL088W/YNR016C/YOR209C/YJL005W/YKL181W/YBR252W/YGL037C/YJR133W/YJL026W/YML022W/YDL055C/YLR432W/YKL216W/YLR420W/YML106W/YGR180C/YML056C/YBL039C/YOL061W/YKR072C/YGR204W/YDR408C/YJR109C/YER070W/YHL011C/YML035C/YHR128W/YNL141W/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YKR080W/YMR120C"
"GO:0009123","GO:0009123","nucleoside monophosphate metabolic process",50,-0.73080773249424,-2.3106314437891,5.14186850929691e-08,1.87849596206314e-06,1.47219814160922e-06,894,"tags=58%, list=16%, signal=49%","YLR028C/YPR062W/YBL068W/YMR217W/YKL181W/YBR252W/YJR133W/YML022W/YLR432W/YKL216W/YLR420W/YML106W/YML056C/YOL061W/YDR408C/YHL011C/YML035C/YHR128W/YNL141W/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YMR120C"
"GO:0009126","GO:0009126","purine nucleoside monophosphate metabolic process",25,-0.841316713374763,-2.30563940956284,7.04249925696394e-08,2.46337633584015e-06,1.93057538421587e-06,440,"tags=68%, list=8%, signal=63%","YJR133W/YML022W/YLR432W/YML056C/YDR408C/YML035C/YNL141W/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YMR120C"
"GO:0009167","GO:0009167","purine ribonucleoside monophosphate metabolic process",25,-0.841316713374763,-2.30563940956284,7.04249925696394e-08,2.46337633584015e-06,1.93057538421587e-06,440,"tags=68%, list=8%, signal=63%","YJR133W/YML022W/YLR432W/YML056C/YDR408C/YML035C/YNL141W/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YMR120C"
"GO:0009127","GO:0009127","purine nucleoside monophosphate biosynthetic process",22,-0.854541292957476,-2.27765125367082,1.65602563583554e-07,5.55613499043598e-06,4.3544046794043e-06,440,"tags=77%, list=8%, signal=71%","YJR133W/YML022W/YLR432W/YML056C/YDR408C/YML035C/YNL141W/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YMR120C"
"GO:0009168","GO:0009168","purine ribonucleoside monophosphate biosynthetic process",22,-0.854541292957476,-2.27765125367082,1.65602563583554e-07,5.55613499043598e-06,4.3544046794043e-06,440,"tags=77%, list=8%, signal=71%","YJR133W/YML022W/YLR432W/YML056C/YDR408C/YML035C/YNL141W/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YMR120C"
"GO:0000280","GO:0000280","nuclear division",211,0.427223744657423,1.85186358246303,1.78675398008475e-07,5.87484708651864e-06,4.6041828876289e-06,1265,"tags=38%, list=23%, signal=30%","YIL132C/YGR225W/YJL106W/YDR076W/YDR309C/YDR052C/YPL153C/YKR029C/YPR111W/YKL092C/YEL061C/YMR133W/YOR368W/YOL006C/YPR007C/YOL086W-A/YLR135W/YJR094C/YIL144W/YGL158W/YFR027W/YCR002C/YNL250W/YBL031W/YPL139C/YFR031C/YFL008W/YHR158C/YOL069W/YHR061C/YLR381W/YFL003C/YOR058C/YAR007C/YLR127C/YGR113W/YGL075C/YGL163C/YOR195W/YJR089W/YOR249C/YDL003W/YJL013C/YDL225W/YDR318W/YLR035C/YDL089W/YNL201C/YLR329W/YPL269W/YGL086W/YLR182W/YFR003C/YPL209C/YDR285W/YIR010W/YDR356W/YNL298W/YBR073W/YJL074C/YNL078W/YER133W/YDR180W/YER179W/YDR113C/YER173W/YDL017W/YGR140W/YMR224C/YPR120C/YIL073C/YGR188C/YMR048W/YOR073W/YGL003C/YMR167W/YDR386W/YDR440W/YLR210W/YAL047C"
"GO:0000725","GO:0000725","recombinational repair",88,0.556319364841642,2.18209512598108,1.84967260091321e-07,5.96247403117904e-06,4.67285709704389e-06,1515,"tags=55%, list=28%, signal=40%","YIL132C/YDR191W/YDR078C/YDR076W/YOR144C/YKL108W/YLR135W/YNL250W/YOR328W/YDL074C/YJR043C/YAR007C/YGL163C/YDL059C/YDL003W/YLR376C/YOL146W/YDR363W-A/YBR202W/YOL034W/YJL090C/YMR106C/YGL113W/YBR073W/YJL074C/YDR004W/YLL002W/YMR284W/YDR180W/YER179W/YDR113C/YDL017W/YDR489W/YMR224C/YLR274W/YMR078C/YDR386W/YDR440W/YJL142C/YLR320W/YLR288C/YPR019W/YOL095C/YOR023C/YBL023C/YLR103C/YER104W/YDR363W"
"GO:0009165","GO:0009165","nucleotide biosynthetic process",99,-0.604751500487073,-2.13099378532768,1.9166258024094e-07,6.05948619069434e-06,4.74888660354071e-06,903,"tags=40%, list=17%, signal=34%","YJR103W/YLR028C/YPR062W/YBL068W/YDL185W/YMR217W/YOR209C/YJL005W/YKL181W/YBR252W/YGL037C/YJR133W/YJL026W/YML022W/YLR432W/YKL216W/YLR420W/YML106W/YGR180C/YML056C/YBL039C/YOL061W/YGR204W/YDR408C/YJR109C/YER070W/YHL011C/YML035C/YHR128W/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YKR080W/YMR120C"
"GO:0009260","GO:0009260","ribonucleotide biosynthetic process",57,-0.687117807487302,-2.24984388223208,2.65315187156595e-07,8.22977674878194e-06,6.44976740972538e-06,903,"tags=49%, list=17%, signal=41%","YJR103W/YLR028C/YPR062W/YDL185W/YMR217W/YJL005W/YJR133W/YML022W/YLR432W/YKL216W/YLR420W/YML106W/YML056C/YBL039C/YDR408C/YJR109C/YML035C/YHR128W/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YMR120C"
"GO:0048285","GO:0048285","organelle fission",226,0.418687647260127,1.83369918062292,3.33000559111606e-07,1.01380170218422e-05,7.94527649810147e-06,1265,"tags=37%, list=23%, signal=29%","YIL132C/YGR225W/YJL106W/YDR076W/YDR309C/YDR052C/YPL153C/YKR029C/YPR111W/YKL092C/YEL061C/YMR133W/YOR368W/YOL006C/YPR007C/YOL086W-A/YOR193W/YLR135W/YJR094C/YIL144W/YGL158W/YFR027W/YCR002C/YNL250W/YBL031W/YPL139C/YFR031C/YFL008W/YHR158C/YOL069W/YHR061C/YLR381W/YFL003C/YOR058C/YAR007C/YLR127C/YGR113W/YGL075C/YGL163C/YOR195W/YJR089W/YOR249C/YDL003W/YJL013C/YDL225W/YDR318W/YLR035C/YDL089W/YNL201C/YLR329W/YPL269W/YGL086W/YLR182W/YFR003C/YPL209C/YDR285W/YIR010W/YDR356W/YNL298W/YBR073W/YJL074C/YPL112C/YIL156W-B/YNL078W/YER133W/YDR180W/YER179W/YDR113C/YER173W/YDL017W/YGR140W/YMR224C/YPR120C/YIL073C/YGR188C/YMR048W/YOR073W/YGL003C/YMR167W/YDR386W/YDR440W/YLR210W/YAL047C"
"GO:0000479","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",59,-0.677314335849913,-2.22617055909236,6.14512024844072e-07,1.83683230698846e-05,1.43954587255339e-05,1108,"tags=66%, list=20%, signal=53%","YJL136C/YPR144C/YLR186W/YPR112C/YDL153C/YHR169W/YKL180W/YJL109C/YHR021C/YPR137W/YLL035W/YDR457W/YOR004W/YLR129W/YDR500C/YJL010C/YNR054C/YML026C/YLR048W/YMR229C/YDR450W/YPL217C/YOR310C/YGL171W/YOL077C/YLR222C/YGL078C/YJL177W/YGR214W/YJR002W/YKR024C/YML093W/YER082C/YKR057W/YCR057C/YDL060W/YBR247C/YJL069C/YER127W"
"GO:0046040","GO:0046040","IMP metabolic process",13,-0.907513635972119,-2.12863493328856,9.95090147847748e-07,2.92130036261018e-05,2.28945552813091e-05,266,"tags=85%, list=5%, signal=81%","YDR408C/YML035C/YNL220W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YMR120C"
"GO:0006188","GO:0006188","IMP biosynthetic process",12,-0.904676240996163,-2.0931123085487,1.14496861026664e-06,3.3023305180322e-05,2.58807309135063e-05,266,"tags=83%, list=5%, signal=79%","YDR408C/YML035C/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YMR120C"
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination",79,0.553477118800058,2.12536263932255,1.31991492620126e-06,3.74127610116357e-05,2.93207961827648e-05,1515,"tags=56%, list=28%, signal=41%","YIL132C/YDR191W/YDR078C/YDR076W/YOR144C/YKL108W/YLR135W/YOR328W/YDL074C/YJR043C/YAR007C/YGL163C/YDL059C/YDL003W/YLR376C/YOL146W/YDR363W-A/YBR202W/YOL034W/YJL090C/YMR106C/YGL113W/YBR073W/YJL074C/YDR004W/YLL002W/YMR284W/YDR180W/YER179W/YDL017W/YDR489W/YMR224C/YLR274W/YMR078C/YDR386W/YJL142C/YLR320W/YLR288C/YPR019W/YOR023C/YBL023C/YLR103C/YER104W/YDR363W"
"GO:0072522","GO:0072522","purine-containing compound biosynthetic process",87,-0.608754282202827,-2.10292519361847,1.42538911270079e-06,3.92447322965861e-05,3.07565324183771e-05,894,"tags=38%, list=16%, signal=32%","YLR028C/YBL068W/YDL185W/YMR217W/YKL088W/YNR016C/YOR209C/YJL005W/YLR017W/YKL181W/YJR133W/YML022W/YLR432W/YML056C/YOR184W/YOL061W/YKR072C/YGR204W/YDR408C/YHL011C/YML035C/YNL141W/YNL220W/YHR216W/YGR061C/YLR359W/YGL234W/YDR399W/YAR015W/YMR300C/YOR128C/YKR080W/YMR120C"
"GO:0051276","GO:0051276","chromosome organization",344,0.354906043420249,1.63301548981477,1.43228949987541e-06,3.92447322965861e-05,3.07565324183771e-05,1401,"tags=36%, list=26%, signal=28%","YIL132C/YGR225W/YDR191W/YDR078C/YJR119C/YPR046W/YBR111W-A/YOR144C/YPL024W/YBL084C/YPL157W/YIL026C/YMR201C/YEL061C/YOL006C/YPR007C/YDL002C/YDR260C/YIL144W/YFR027W/YNL250W/YBL031W/YDL074C/YFR031C/YFL008W/YFR042W/YCL061C/YBL052C/YKR010C/YPL253C/YOL069W/YLR381W/YOR058C/YAR007C/YLR127C/YLR233C/YGR113W/YGL075C/YGL163C/YJR089W/YOR249C/YDL059C/YDL003W/YJL013C/YNL107W/YDL013W/YDR318W/YKR095W-A/YDL089W/YOR033C/YMR072W/YGL086W/YDR363W-A/YLR442C/YBR202W/YOL017W/YFR003C/YMR106C/YBR088C/YLR318W/YPL001W/YOR005C/YPL209C/YDR285W/YER092W/YIR010W/YCL016C/YDR356W/YGL113W/YGL252C/YDR506C/YBR073W/YJL074C/YDR004W/YKL057C/YLL002W/YMR284W/YER133W/YOR189W/YDR499W/YMR044W/YDR227W/YDR180W/YDR181C/YER179W/YDL139C/YDR113C/YGR140W/YGR042W/YMR224C/YPR120C/YLR274W/YMR179W/YIL073C/YGR188C/YJR052W/YPL216W/YPR141C/YMR048W/YHR081W/YOR073W/YKR038C/YMR078C/YGL003C/YDR192C/YDR386W/YDR014W/YDR440W/YLR210W/YMR094W/YKL113C/YLR320W/YLR288C/YOR057W/YLR212C/YIL143C/YDR130C/YPR019W/YDL155W/YOR080W/YBR060C/YOL095C/YPL127C"
"GO:1901135","GO:1901135","carbohydrate derivative metabolic process",283,-0.444932720028516,-1.77782491800858,1.52289045889949e-06,4.10431461382092e-05,3.21659693130798e-05,933,"tags=28%, list=17%, signal=24%","YJL121C/YBR038W/YOR347C/YJR103W/YLR028C/YOL056W/YPR062W/YOR095C/YBL068W/YCR012W/YER005W/YDL185W/YMR217W/YDR050C/YBR127C/YJL005W/YGR254W/YLR017W/YKL181W/YPL067C/YLR286C/YMR205C/YBR252W/YCR073W-A/YJR133W/YKL060C/YPR183W/YPR074C/YJL026W/YKL035W/YER043C/YKR043C/YKL152C/YML022W/YDL055C/YLR432W/YKL216W/YLR420W/YML106W/YGR180C/YML056C/YBL039C/YOL061W/YCL040W/YOL136C/YLR446W/YDR408C/YJR109C/YDR516C/YER070W/YOR344C/YHL011C/YPL057C/YOR120W/YBR196C/YML035C/YHR183W/YHR128W/YHR163W/YGR192C/YNL220W/YFL053W/YHR216W/YJL052W/YGR061C/YHR174W/YLR359W/YMR105C/YAL038W/YDL022W/YGL234W/YDR399W/YFR053C/YAR015W/YER001W/YMR300C/YOR128C/YMR120C"
